feedback_id,created_at,citizen_group_id,lang,dialect_region,topic,sentiment,channel,city,text,split,synthetic
FB-002725,2025-12-07T12:00,CG-02724,en,NA,billing,positive,web,Riyadh,Incorrect fees were charged on invoice BYN-2025-002724,train,True
FB-002726,2025-12-07T15:00,CG-02725,ar,Gulf,digital_services,negative,mobile,حي النرجس,ظهرت رسالة خطأ عند رفع المستند في بوابة المرافق,train,True
FB-002727,2025-12-07T18:00,CG-02726,ar,MSA,licensing,negative,call_centre,شارع التحلية,لووووسمحت طلب ترخيص رخصتي متوقف عند المراجعة منذ 18 أيام,train,True
FB-002728,2025-12-07T21:00,CG-02727,ar,MSA,parks,negative,chat,الرياض,الري متوقف في حديقة الرياض,validation,True
FB-002729,2025-12-08T00:00,CG-02728,en,NA,roads,neutral,web,Al Yasmin,There is a pothole near King Fahd Road for 20 days  ,validation,True
FB-002730,2025-12-08T03:00,CG-02729,en,NA,lighting,positive,mobile,King Fahd Road,The walkway lights are not working at Tahlia Street,test,True
FB-002731,2025-12-08T06:00,CG-02730,ar,Gulf,waste,negative,call_centre,الرياض,نحتاج حاوية إضافية في طريق الملك فهد 😡,train,True
FB-002732,2025-12-08T09:00,CG-02731,ar,Gulf,water,negative,chat,حي العليا,انقطاع المياه مستمر في حي الياسمين منذ الصباح,train,True
FB-002733,2025-12-08T12:00,CG-02732,ar,Gulf,billing,negative,web,جدة,دفعت الفاتورة لكن الحالة ما زالت غير مسددة,train,True
FB-002734,2025-12-08T15:00,CG-02733,en,NA,digital_services,neutral,mobile,Jeddah,The My Licence app crashes during sign-in,train,True
FB-002735,2025-12-08T18:00,CG-02734,en,NA,licensing,positive,call_centre,Al Narjis,Request BYN-2025-002734 has not changed status,train,True
FB-002736,2025-12-08T21:00,CG-02735,ar,Gulf,parks,negative,chat,الرياض,الري متوقف في حديقة حي العليا,train,True
FB-002737,2025-12-09T00:00,CG-02736,ar,MSA,roads,negative,web,طريق الملك فهد,ألطريق المؤدي إلى حي النرجس يحتاج صيانة عاجلة,train,True
FB-002738,2025-12-09T03:00,CG-02737,ar,MSA,lighting,negative,mobile,حي النرجس,عمود الإنارة معطل في حي العليا منذ أسبوعين,validation,True
FB-002739,2025-12-09T06:00,CG-02738,en,NA,waste,neutral,call_centre,Al Yasmin,We need an additional waste container at Riyadh <PHONE>,validation,True
FB-002740,2025-12-09T09:00,CG-02739,en,NA,water,positive,chat,Al Olaya,Water has been unavailable in Tahlia Street since this morning,test,True
FB-002741,2025-12-09T12:00,CG-02740,ar,Gulf,billing,negative,web,حي العليا,تم احتساب رسوم غير صحيحة على الفاتورة رقم BYN-2025-002740,train,True
FB-002742,2025-12-09T15:00,CG-02741,ar,Gulf,digital_services,negative,mobile,حي الياسمين,ظهرت رسالة خطأ عند رفع المستند في بلدي,train,True
FB-002743,2025-12-09T18:00,CG-02742,ar,Gulf,licensing,negative,call_centre,حي النرجس,أحتاج توضيح المستندات المطلوبة لترخيص رخصتي,train,True
FB-002744,2025-12-09T21:00,CG-02743,en,NA,parks,neutral,chat,Al Yasmin,The playground equipment at Riyadh needs maintenance — very frustrating 😡,train,True
FB-002745,2025-12-10T00:00,CG-02744,en,NA,roads,positive,web,Al Olaya,The road leading to Riyadh needs urgent maintenance,train,True
FB-002746,2025-12-10T03:00,CG-02745,ar,Gulf,lighting,negative,mobile,حي النرجس,عمود الإنارة معطل في طريق الملك فهد منذ أسبوعين,train,True
FB-002747,2025-12-10T06:00,CG-02746,ar,MSA,waste,negative,call_centre,الرياض,نحتاج حاوية إضافية في شارع التحلية,train,True
FB-002748,2025-12-10T09:00,CG-02747,ar,MSA,water,negative,chat,حي العليا,ضغط المياه منخفض جداً في حي النرجس <NATIONAL_ID>,validation,True
FB-002749,2025-12-10T12:00,CG-02748,en,NA,billing,neutral,web,King Fahd Road,Incorrect fees were charged on invoice BYN-2025-002748,validation,True
FB-002750,2025-12-10T15:00,CG-02749,en,NA,digital_services,positive,mobile,Tahlia Street,An error appears when I upload a document in Maintenance Appointments,test,True
FB-002751,2025-12-10T18:00,CG-02750,ar,Gulf,licensing,negative,call_centre,الرياض,طلب ترخيص بلدي متوقف عند المراجعة منذ 21 أيام,train,True
FB-002752,2025-12-10T21:00,CG-02751,ar,Gulf,parks,negative,chat,حي الياسمين,الري متوقف في حديقة طريق الملك فهد,train,True
FB-002753,2025-12-11T00:00,CG-02752,ar,Gulf,roads,negative,web,شارع التحلية,الطريق المؤدي إلى شارع التحلية يحتاج صيانة عاجلة,train,True
FB-002754,2025-12-11T03:00,CG-02753,en,NA,lighting,neutral,mobile,Al Yasmin,The walkway lights are not working at Al Narjis,train,True
FB-002755,2025-12-11T06:00,CG-02754,en,NA,waste,positive,call_centre,Riyadh,We need an additional waste container at Dammam,train,True
FB-002756,2025-12-11T09:00,CG-02755,ar,Gulf,water,negative,chat,الدمام,لووووسمحت ضغط ألمياه منخفض جداً في طريق الملك فهد,train,True
FB-002757,2025-12-11T12:00,CG-02756,ar,MSA,billing,negative,web,حي الياسمين,تم احتساب رسوم غير صحيحة على الفاتورة رقم BYN-2025-002756 😡,train,True
FB-002758,2025-12-11T15:00,CG-02757,ar,MSA,digital_services,negative,mobile,حي الياسمين,ظهرت رسالة خطأ عند رفع المستند في بلدي,validation,True
FB-002759,2025-12-11T18:00,CG-02758,en,NA,licensing,neutral,call_centre,Al Olaya,Request BYN-2025-002758 has not changed status,validation,True
FB-002760,2025-12-11T21:00,CG-02759,en,NA,parks,positive,chat,Riyadh,Irrigation is not working in Tahlia Street park  ,test,True
FB-002761,2025-12-12T00:00,CG-02760,ar,Gulf,roads,negative,web,حي العليا,حفرة في الطريق أمام الدمام منذ 10 أيام,train,True
FB-002762,2025-12-12T03:00,CG-02761,ar,Gulf,lighting,negative,mobile,طريق الملك فهد,الشارع مظلم قرب شارع التحلية ونحتاج إصلاح الإنارة,train,True
FB-002763,2025-12-12T06:00,CG-02762,ar,Gulf,waste,negative,call_centre,حي النرجس,تراكمت النفايات قرب حي النرجس وتسبب رائحة قوية,train,True
FB-002764,2025-12-12T09:00,CG-02763,en,NA,water,neutral,chat,Riyadh,Water pressure is very low in Al Yasmin,train,True
FB-002765,2025-12-12T12:00,CG-02764,en,NA,billing,positive,web,Jeddah,I paid the bill but it still shows as unpaid,train,True
FB-002766,2025-12-12T15:00,CG-02765,ar,Gulf,digital_services,negative,mobile,حي العليا,ظهرت رسالة خطأ عند رفع المستند في بلدي,train,True
FB-002767,2025-12-12T18:00,CG-02766,ar,MSA,licensing,negative,call_centre,الدمام,لم تتغير حالة الطلب رقم BYN-2025-002766,train,True
FB-002768,2025-12-12T21:00,CG-02767,ar,MSA,parks,negative,chat,جدة,الممر في حديقة الدمام غير مناسب للكراسي المتحركة,validation,True
FB-002769,2025-12-13T00:00,CG-02768,en,NA,roads,neutral,web,Tahlia Street,Damaged asphalt near Tahlia Street is making driving unsafe,validation,True
FB-002770,2025-12-13T03:00,CG-02769,en,NA,lighting,positive,mobile,Jeddah,The walkway lights are not working at Riyadh — very frustrating 😡,test,True
FB-002771,2025-12-13T06:00,CG-02770,ar,Gulf,waste,negative,call_centre,الرياض,الحاوية ممتلئة في الدمام ولم تُفرغ منذ 20 أيام,train,True
FB-002772,2025-12-13T09:00,CG-02771,ar,Gulf,water,negative,chat,حي النرجس,يوجد تسرب مياه في حي الياسمين والبلاغ رقم BYN-2026-002771,train,True
FB-002773,2025-12-13T12:00,CG-02772,ar,Gulf,billing,negative,web,حي العليا,دفعت الفاتورة لكن الحالة ما زالت غير مسددة,train,True
FB-002774,2025-12-13T15:00,CG-02773,en,NA,digital_services,neutral,mobile,Jeddah,An error appears when I upload a document in Maintenance Appointments,train,True
FB-002775,2025-12-13T18:00,CG-02774,en,NA,licensing,positive,call_centre,Al Olaya,MY MAINTENANCE APPOINTMENTS LICENCE REQUEST HAS BEEN UNDER REVIEW FOR 3 DAYS,train,True
FB-002776,2025-12-13T21:00,CG-02775,ar,Gulf,parks,negative,chat,الدمام,الممر في حديقة حي الياسمين غير مناسب للكراسي المتحركة <PHONE>,train,True
FB-002777,2025-12-14T00:00,CG-02776,ar,MSA,roads,negative,web,جدة,الأسفلت متضرر قرب الرياض والقيادة أصبحت خطرة,train,True
FB-002778,2025-12-14T03:00,CG-02777,ar,MSA,lighting,negative,mobile,شارع التحلية,إنارة الممر لا تعمل عند طريق الملك فهد,validation,True
FB-002779,2025-12-14T06:00,CG-02778,en,NA,waste,neutral,call_centre,King Fahd Road,Waste is piling up near King Fahd Road and causing a strong smell,validation,True
FB-002780,2025-12-14T09:00,CG-02779,en,NA,water,positive,chat,Riyadh,There is a water leak at Al Narjis; reference BYN-2026-002779,test,True
FB-002781,2025-12-14T12:00,CG-02780,ar,Gulf,billing,negative,web,حي النرجس,الرسوم في خدمة مواعيد الصيانة غير واضحة,train,True
FB-002782,2025-12-14T15:00,CG-02781,ar,Gulf,digital_services,negative,mobile,طريق الملك فهد,لا يصل رمز التحقق إلى هاتفي لخدمة خدمات المياه,train,True
FB-002783,2025-12-14T18:00,CG-02782,ar,Gulf,licensing,negative,call_centre,حي النرجس,طلب ترخيص رخصتي متوقف عند المراجعة منذ 11 أيام 😡,train,True
FB-002784,2025-12-14T21:00,CG-02783,en,NA,parks,neutral,chat,Riyadh,Irrigation is not working in Riyadh park,train,True
FB-002785,2025-12-15T00:00,CG-02784,en,NA,roads,positive,web,Jeddah,Damaged asphalt near King Fahd Road is making driving unsafe,train,True
FB-002786,2025-12-15T03:00,CG-02785,ar,Gulf,lighting,negative,mobile,جدة,الشارع مظلم قرب الدمام ونحتاج إصلاح الإنارة,train,True
FB-002787,2025-12-15T06:00,CG-02786,ar,MSA,waste,negative,call_centre,شارع التحلية,تراكمت النفايات قرب شارع التحلية وتسبب رائحة قوية,train,True
FB-002788,2025-12-15T09:00,CG-02787,ar,MSA,water,negative,chat,حي النرجس,يوجد تسرب مياه في الدمام والبلاغ رقم BYN-2026-002787,validation,True
FB-002789,2025-12-15T12:00,CG-02788,en,NA,billing,neutral,web,King Fahd Road,I paid the bill but it still shows as unpaid <NATIONAL_ID>,validation,True
FB-002790,2025-12-15T15:00,CG-02789,en,NA,digital_services,positive,mobile,Al Narjis,The verification code for Water Services never reaches my phone,test,True
FB-002791,2025-12-15T18:00,CG-02790,ar,Gulf,licensing,negative,call_centre,الرياض,أحتاج توضيح المستندات المطلوبة لترخيص رخصتي  ,train,True
FB-002792,2025-12-15T21:00,CG-02791,ar,Gulf,parks,negative,chat,حي النرجس,الممر في حديقة طريق الملك فهد غير مناسب للكراسي المتحركة,train,True
FB-002793,2025-12-16T00:00,CG-02792,ar,Gulf,roads,negative,web,شارع التحلية,الأسفلت متضرر قرب حي الياسمين والقيادة أصبحت خطرة,train,True
FB-002794,2025-12-16T03:00,CG-02793,en,NA,lighting,neutral,mobile,Tahlia Street,THE STREET IS DARK NEAR KING FAHD ROAD AND THE LIGHTING NEEDS REPAIR,train,True
FB-002795,2025-12-16T06:00,CG-02794,en,NA,waste,positive,call_centre,Riyadh,We need an additional waste container at Riyadh,train,True
FB-002796,2025-12-16T09:00,CG-02795,ar,Gulf,water,negative,chat,الرياض,انقطاع المياه مستمر في جدة منذ الصباح 😡,train,True
FB-002797,2025-12-16T12:00,CG-02796,ar,MSA,billing,negative,web,حي النرجس,الرسوم في خدمة بوابة المرافق غير واضحة,train,True
FB-002798,2025-12-16T15:00,CG-02797,ar,MSA,digital_services,negative,mobile,الدمام,لا يصل رمز التحقق إلى هاتفي لخدمة بوابة المرافق,validation,True
FB-002799,2025-12-16T18:00,CG-02798,en,NA,licensing,neutral,call_centre,Tahlia Street,My Water Services licence request has been under review for 6 days,validation,True
FB-002800,2025-12-16T21:00,CG-02799,en,NA,parks,positive,chat,Tahlia Street,The path at Al Olaya is not wheelchair accessible,test,True
FB-002801,2025-12-17T00:00,CG-02800,ar,Gulf,roads,negative,web,جدة,حفرة في الطريق أمام حي النرجس منذ 8 أيام,train,True
FB-002802,2025-12-17T03:00,CG-02801,ar,Gulf,lighting,negative,mobile,الدمام,إنارة الممر لا تعمل عند الدمام,train,True
FB-002803,2025-12-17T06:00,CG-02802,ar,Gulf,waste,negative,call_centre,الرياض,الحاوية ممتلئة في الرياض ولم تُفرغ منذ 10 أيام,train,True
FB-002804,2025-12-17T09:00,CG-02803,en,NA,water,neutral,chat,Al Narjis,There is a water leak at Riyadh; reference BYN-2026-002803,train,True
FB-002805,2025-12-17T12:00,CG-02804,en,NA,billing,positive,web,Al Olaya,I paid the bill but it still shows as unpaid,train,True
FB-002806,2025-12-17T15:00,CG-02805,ar,Gulf,digital_services,negative,mobile,حي الياسمين,لا يصل رمز التحقق إلى هاتفي لخدمة خدمات المياه,train,True
FB-002807,2025-12-17T18:00,CG-02806,ar,MSA,licensing,negative,call_centre,حي العليا,أحتاج توضيح المستندات المطلوبة لترخيص مواعيد الصيانة,train,True
FB-002808,2025-12-17T21:00,CG-02807,ar,MSA,parks,negative,chat,حي العليا,ألعاب الأطفال في حديقة طريق الملك فهد تحتاج صيانة,validation,True
FB-002809,2025-12-18T00:00,CG-02808,en,NA,roads,neutral,web,Tahlia Street,The road leading to King Fahd Road needs urgent maintenance — very frustrating 😡,validation,True
FB-002810,2025-12-18T03:00,CG-02809,en,NA,lighting,positive,mobile,King Fahd Road,The streetlight at Al Olaya has been out for two weeks,test,True
FB-002811,2025-12-18T06:00,CG-02810,ar,Gulf,waste,negative,call_centre,شارع التحلية,الحاوية ممتلئة في الدمام ولم تُفرغ منذ 18 أيام,train,True
FB-002812,2025-12-18T09:00,CG-02811,ar,Gulf,water,negative,chat,شارع التحلية,انقطاع المياه مستمر في حي الياسمين منذ الصباح,train,True
FB-002813,2025-12-18T12:00,CG-02812,ar,Gulf,billing,negative,web,الرياض,دفعت ألفاتورة لكن الحالة ما زالت غير مسددة <PHONE>,train,True
FB-002814,2025-12-18T15:00,CG-02813,en,NA,digital_services,neutral,mobile,King Fahd Road,The Water Services app crashes during sign-in,train,True
FB-002815,2025-12-18T18:00,CG-02814,en,NA,licensing,positive,call_centre,King Fahd Road,Request BYN-2025-002814 has not changed status,train,True
FB-002816,2025-12-18T21:00,CG-02815,ar,Gulf,parks,negative,chat,طريق الملك فهد,الري متوقف في حديقة شارع التحلية,train,True
FB-002817,2025-12-19T00:00,CG-02816,ar,MSA,roads,negative,web,طريق الملك فهد,الأسفلت متضرر قرب جدة والقيادة أصبحت خطرة,train,True
FB-002818,2025-12-19T03:00,CG-02817,ar,MSA,lighting,negative,mobile,حي النرجس,الشارع مظلم قرب شارع التحلية ونحتاج إصلاح الإنارة,validation,True
FB-002819,2025-12-19T06:00,CG-02818,en,NA,waste,neutral,call_centre,Dammam,We need an additional waste container at Al Narjis,validation,True
FB-002820,2025-12-19T09:00,CG-02819,en,NA,water,positive,chat,Al Olaya,There is a water leak at King Fahd Road; reference BYN-2026-002819,test,True
FB-002821,2025-12-19T12:00,CG-02820,ar,Gulf,billing,negative,web,حي النرجس,دفعت الفاتورة لكن الحالة ما زالت غير مسددة,train,True
FB-002822,2025-12-19T15:00,CG-02821,ar,Gulf,digital_services,negative,mobile,حي النرجس,لا يصل رمز التحقق إلى هاتفي لخدمة بلدي 😡  ,train,True
FB-002823,2025-12-19T18:00,CG-02822,ar,Gulf,licensing,negative,call_centre,شارع التحلية,أحتاج توضيح المستندات المطلوبة لترخيص خدمات المياه,train,True
FB-002824,2025-12-19T21:00,CG-02823,en,NA,parks,neutral,chat,Riyadh,The path at King Fahd Road is not wheelchair accessible,train,True
FB-002825,2025-12-20T00:00,CG-02824,en,NA,roads,positive,web,Al Olaya,Damaged asphalt near Tahlia Street is making driving unsafe,train,True
FB-002826,2025-12-20T03:00,CG-02825,ar,Gulf,lighting,negative,mobile,طريق الملك فهد,إنارة الممر لا تعمل عند حي الياسمين,train,True
FB-002827,2025-12-20T06:00,CG-02826,ar,MSA,waste,negative,call_centre,الرياض,نحتاج حاوية إضافية في شارع التحلية,train,True
FB-002828,2025-12-20T09:00,CG-02827,ar,MSA,water,negative,chat,الدمام,ضغط المياه منخفض جداً في حي الياسمين,validation,True
FB-002829,2025-12-20T12:00,CG-02828,en,NA,billing,neutral,web,Al Narjis,The fees for Facilities Portal are unclear,validation,True
FB-002830,2025-12-20T15:00,CG-02829,en,NA,digital_services,positive,mobile,Al Yasmin,The verification code for Water Services never reaches my phone <NATIONAL_ID>,test,True
FB-002831,2025-12-20T18:00,CG-02830,ar,Gulf,licensing,negative,call_centre,طريق الملك فهد,طلب ترخيص خدمات المياه متوقف عند المراجعة منذ 17 أيام,train,True
FB-002832,2025-12-20T21:00,CG-02831,ar,Gulf,parks,negative,chat,شارع التحلية,ألممر في حديقة الدمام غير مناسب للكراسي المتحركة,train,True
FB-002833,2025-12-21T00:00,CG-02832,ar,Gulf,roads,negative,web,الرياض,الطريق المؤدي إلى شارع التحلية يحتاج صيانة عاجلة,train,True
FB-002834,2025-12-21T03:00,CG-02833,en,NA,lighting,neutral,mobile,Al Olaya,The walkway lights are not working at Dammam,train,True
FB-002835,2025-12-21T06:00,CG-02834,en,NA,waste,positive,call_centre,Tahlia Street,We need an additional waste container at Al Olaya — very frustrating 😡,train,True
FB-002836,2025-12-21T09:00,CG-02835,ar,Gulf,water,negative,chat,حي النرجس,ضغط المياه منخفض جداً في الدمام,train,True
FB-002837,2025-12-21T12:00,CG-02836,ar,MSA,billing,negative,web,طريق الملك فهد,دفعت الفاتورة لكن الحالة ما زالت غير مسددة,train,True
FB-002838,2025-12-21T15:00,CG-02837,ar,MSA,digital_services,negative,mobile,الرياض,تطبيق بلدي يتوقف عند تسجيل الدخول,validation,True
FB-002839,2025-12-21T18:00,CG-02838,en,NA,licensing,neutral,call_centre,Al Olaya,Request BYN-2025-002838 has not changed status,validation,True
FB-002840,2025-12-21T21:00,CG-02839,en,NA,parks,positive,chat,Riyadh,Irrigation is not working in Al Yasmin park,test,True
FB-002841,2025-12-22T00:00,CG-02840,ar,Gulf,roads,negative,web,شارع التحلية,حفرة في الطريق أمام شارع التحلية منذ 6 أيام,train,True
FB-002842,2025-12-22T03:00,CG-02841,ar,Gulf,lighting,negative,mobile,جدة,الشارع مظلم قرب حي العليا ونحتاج إصلاح الإنارة,train,True
FB-002843,2025-12-22T06:00,CG-02842,ar,Gulf,waste,negative,call_centre,حي النرجس,لووووسمحت نحتاج حاوية إضافية في الرياض,train,True
FB-002844,2025-12-22T09:00,CG-02843,en,NA,water,neutral,chat,Al Olaya,There is a water leak at Dammam; reference BYN-2026-002843,train,True
FB-002845,2025-12-22T12:00,CG-02844,en,NA,billing,positive,web,Riyadh,The fees for Maintenance Appointments are unclear,train,True
FB-002846,2025-12-22T15:00,CG-02845,ar,Gulf,digital_services,negative,mobile,حي العليا,تطبيق بوابة المرافق يتوقف عند تسجيل الدخول,train,True
FB-002847,2025-12-22T18:00,CG-02846,ar,MSA,licensing,negative,call_centre,حي النرجس,طلب ترخيص رخصتي متوقف عند المراجعة منذ 12 أيام,train,True
FB-002848,2025-12-22T21:00,CG-02847,ar,MSA,parks,negative,chat,جدة,الممر في حديقة حي العليا غير مناسب للكراسي المتحركة 😡,validation,True
FB-002849,2025-12-23T00:00,CG-02848,en,NA,roads,neutral,web,Al Narjis,Damaged asphalt near Al Yasmin is making driving unsafe,validation,True
FB-002850,2025-12-23T03:00,CG-02849,en,NA,lighting,positive,mobile,Al Narjis,The streetlight at King Fahd Road has been out for two weeks <PHONE>,test,True
FB-002851,2025-12-23T06:00,CG-02850,ar,Gulf,waste,negative,call_centre,حي الياسمين,ألحاوية ممتلئة في طريق الملك فهد ولم تُفرغ منذ 16 أيام,train,True
FB-002852,2025-12-23T09:00,CG-02851,ar,Gulf,water,negative,chat,جدة,يوجد تسرب مياه في شارع التحلية والبلاغ رقم BYN-2026-002851,train,True
FB-002853,2025-12-23T12:00,CG-02852,ar,Gulf,billing,negative,web,حي النرجس,دفعت الفاتورة لكن الحالة ما زالت غير مسددة  ,train,True
FB-002854,2025-12-23T15:00,CG-02853,en,NA,digital_services,neutral,mobile,Al Yasmin,The Facilities Portal app crashes during sign-in,train,True
FB-002855,2025-12-23T18:00,CG-02854,en,NA,licensing,positive,call_centre,King Fahd Road,I need clarification on the documents required for My Licence,train,True
FB-002856,2025-12-23T21:00,CG-02855,ar,Gulf,parks,negative,chat,حي النرجس,الري متوقف في حديقة الدمام,train,True
FB-002857,2025-12-24T00:00,CG-02856,ar,MSA,roads,negative,web,الدمام,الأسفلت متضرر قرب الرياض والقيادة أصبحت خطرة,train,True
FB-002858,2025-12-24T03:00,CG-02857,ar,MSA,lighting,negative,mobile,الرياض,عمود الإنارة معطل في الدمام منذ أسبوعين,validation,True
FB-002859,2025-12-24T06:00,CG-02858,en,NA,waste,neutral,call_centre,King Fahd Road,The waste bin at Riyadh has not been emptied for 3 days,validation,True
FB-002860,2025-12-24T09:00,CG-02859,en,NA,water,positive,chat,Al Narjis,There is a water leak at Dammam; reference BYN-2026-002859,test,True
FB-002861,2025-12-24T12:00,CG-02860,ar,Gulf,billing,negative,web,الرياض,تم احتساب رسوم غير صحيحة على الفاتورة رقم BYN-2025-002860 😡,train,True
FB-002862,2025-12-24T15:00,CG-02861,ar,Gulf,digital_services,negative,mobile,جدة,لا يصل رمز التحقق إلى هاتفي لخدمة بلدي,train,True
FB-002863,2025-12-24T18:00,CG-02862,ar,Gulf,licensing,negative,call_centre,الرياض,لم تتغير حالة الطلب رقم BYN-2025-002862,train,True
FB-002864,2025-12-24T21:00,CG-02863,en,NA,parks,neutral,chat,Tahlia Street,The playground equipment at Al Narjis needs maintenance,train,True
FB-002865,2025-12-25T00:00,CG-02864,en,NA,roads,positive,web,Al Narjis,There is a pothole near Jeddah for 9 days,train,True
FB-002866,2025-12-25T03:00,CG-02865,ar,Gulf,lighting,negative,mobile,شارع التحلية,الشارع مظلم قرب حي النرجس ونحتاج إصلاح الإنارة,train,True
FB-002867,2025-12-25T06:00,CG-02866,ar,MSA,waste,negative,call_centre,حي الياسمين,الحاوية ممتلئة في الدمام ولم تُفرغ منذ 11 أيام,train,True
FB-002868,2025-12-25T09:00,CG-02867,ar,MSA,water,negative,chat,حي الياسمين,انقطاع المياه مستمر في طريق الملك فهد منذ الصباح,validation,True
FB-002869,2025-12-25T12:00,CG-02868,en,NA,billing,neutral,web,Riyadh,The fees for Water Services are unclear,validation,True
FB-002870,2025-12-25T15:00,CG-02869,en,NA,digital_services,positive,mobile,Riyadh,AN ERROR APPEARS WHEN I UPLOAD A DOCUMENT IN BALADY,test,True
FB-002871,2025-12-25T18:00,CG-02870,ar,Gulf,licensing,negative,call_centre,جدة,لم تتغير حالة الطلب رقم BYN-2025-002870 <NATIONAL_ID>,train,True
FB-002872,2025-12-25T21:00,CG-02871,ar,Gulf,parks,negative,chat,حي الياسمين,لووووسمحت الممر في حديقة طريق الملك فهد غير مناسب للكراسي المتحركة,train,True
FB-002873,2025-12-26T00:00,CG-02872,ar,Gulf,roads,negative,web,حي العليا,حفرة في الطريق أمام شارع التحلية منذ 17 أيام,train,True
FB-002874,2025-12-26T03:00,CG-02873,en,NA,lighting,neutral,mobile,King Fahd Road,The walkway lights are not working at Riyadh — very frustrating 😡,train,True
FB-002875,2025-12-26T06:00,CG-02874,en,NA,waste,positive,call_centre,Dammam,Waste is piling up near Al Yasmin and causing a strong smell,train,True
FB-002876,2025-12-26T09:00,CG-02875,ar,Gulf,water,negative,chat,جدة,انقطاع المياه مستمر في الرياض منذ الصباح,train,True
FB-002877,2025-12-26T12:00,CG-02876,ar,MSA,billing,negative,web,حي النرجس,تم احتساب رسوم غير صحيحة على الفاتورة رقم BYN-2025-002876,train,True
FB-002878,2025-12-26T15:00,CG-02877,ar,MSA,digital_services,negative,mobile,الدمام,تطبيق بوابة المرافق يتوقف عند تسجيل الدخول,validation,True
FB-002879,2025-12-26T18:00,CG-02878,en,NA,licensing,neutral,call_centre,Tahlia Street,I need clarification on the documents required for My Licence,validation,True
FB-002880,2025-12-26T21:00,CG-02879,en,NA,parks,positive,chat,Al Narjis,Irrigation is not working in Al Narjis park,test,True
FB-002881,2025-12-27T00:00,CG-02880,ar,Gulf,roads,negative,web,طريق الملك فهد,حفرة في الطريق أمام الدمام منذ 4 أيام,train,True
FB-002882,2025-12-27T03:00,CG-02881,ar,Gulf,lighting,negative,mobile,حي العليا,إنارة الممر لا تعمل عند حي العليا,train,True
FB-002883,2025-12-27T06:00,CG-02882,ar,Gulf,waste,negative,call_centre,الدمام,تراكمت النفايات قرب شارع التحلية وتسبب رائحة قوية,train,True
FB-002884,2025-12-27T09:00,CG-02883,en,NA,water,neutral,chat,Riyadh,There is a water leak at Jeddah; reference BYN-2026-002883  ,train,True
FB-002885,2025-12-27T12:00,CG-02884,en,NA,billing,positive,web,Al Narjis,The fees for Water Services are unclear,train,True
FB-002886,2025-12-27T15:00,CG-02885,ar,Gulf,digital_services,negative,mobile,حي العليا,لا يصل رمز التحقق إلى هاتفي لخدمة بلدي,train,True
FB-002887,2025-12-27T18:00,CG-02886,ar,MSA,licensing,negative,call_centre,طريق الملك فهد,لم تتغير حالة الطلب رقم BYN-2025-002886 😡 <PHONE>,train,True
FB-002888,2025-12-27T21:00,CG-02887,ar,MSA,parks,negative,chat,جدة,الممر في حديقة حي الياسمين غير مناسب للكراسي المتحركة,validation,True
FB-002889,2025-12-28T00:00,CG-02888,en,NA,roads,neutral,web,Riyadh,THERE IS A POTHOLE NEAR TAHLIA STREET FOR 12 DAYS,validation,True
FB-002890,2025-12-28T03:00,CG-02889,en,NA,lighting,positive,mobile,Al Yasmin,The streetlight at Al Olaya has been out for two weeks,test,True
FB-002891,2025-12-28T06:00,CG-02890,ar,Gulf,waste,negative,call_centre,حي العليا,الحاوية ممتلئة في حي العليا ولم تُفرغ منذ 14 أيام,train,True
FB-002892,2025-12-28T09:00,CG-02891,ar,Gulf,water,negative,chat,شارع التحلية,انقطاع المياه مستمر في طريق الملك فهد منذ الصباح,train,True
FB-002893,2025-12-28T12:00,CG-02892,ar,Gulf,billing,negative,web,شارع التحلية,تم احتساب رسوم غير صحيحة على الفاتورة رقم BYN-2025-002892,train,True
FB-002894,2025-12-28T15:00,CG-02893,en,NA,digital_services,neutral,mobile,Riyadh,The verification code for Balady never reaches my phone,train,True
FB-002895,2025-12-28T18:00,CG-02894,en,NA,licensing,positive,call_centre,Al Yasmin,My My Licence licence request has been under review for 18 days,train,True
FB-002896,2025-12-28T21:00,CG-02895,ar,Gulf,parks,negative,chat,جدة,ألعاب الأطفال في حديقة الرياض تحتاج صيانة,train,True
FB-002897,2025-12-29T00:00,CG-02896,ar,MSA,roads,negative,web,شارع التحلية,حفرة في الطريق أمام حي الياسمين منذ 20 أيام,train,True
FB-002898,2025-12-29T03:00,CG-02897,ar,MSA,lighting,negative,mobile,حي النرجس,عمود الإنارة معطل في حي الياسمين منذ أسبوعين,validation,True
FB-002899,2025-12-29T06:00,CG-02898,en,NA,waste,neutral,call_centre,Al Olaya,We need an additional waste container at Al Yasmin,validation,True
FB-002900,2025-12-29T09:00,CG-02899,en,NA,water,positive,chat,Tahlia Street,Water pressure is very low in Al Olaya — very frustrating 😡,test,True
FB-002901,2025-12-29T12:00,CG-02900,ar,Gulf,billing,negative,web,حي العليا,لووووسمحت الرسوم في خدمة بلدي غير واضحة,train,True
FB-002902,2025-12-29T15:00,CG-02901,ar,Gulf,digital_services,negative,mobile,طريق الملك فهد,ظهرت رسالة خطأ عند رفع المستند في بوابة المرافق,train,True
FB-002903,2025-12-29T18:00,CG-02902,ar,Gulf,licensing,negative,call_centre,الدمام,طلب ترخيص بلدي متوقف عند المراجعة منذ 5 أيام,train,True
